,val_loss,val_accuracy,loss,accuracy
0,0.11847632294167389,0.9667268991470337,0.13163478929399444,0.9563758373260498
1,0.1195053414776624,0.9677807688713074,0.08875647093768563,0.9747031331062317
2,0.12756154243238393,0.9677807688713074,0.06372713838182495,0.9814145565032959
3,0.13679327117327153,0.9716952443122864,0.04880209215393083,0.9846411943435669
4,0.14296850124486007,0.9703402519226074,0.03954158136893281,0.987093448638916
5,0.14181408101397078,0.9728997349739075,0.04355126896072496,0.9872870445251465
6,0.16477541648204394,0.9655224084854126,0.027898463698955094,0.9919334053993225
7,0.22689245830287866,0.9742547273635864,0.0240679251718577,0.9936112761497498
8,0.1849169959964277,0.9722974896430969,0.03598504112380496,0.9909654259681702
9,0.2305362089468584,0.9712436199188232,0.021852407634999967,0.9937403202056885
10,0.21163403774190676,0.970942497253418,0.019579069817263175,0.9948374032974243
11,0.26815057889611954,0.9697380065917969,0.02122132772896199,0.994966447353363
12,0.32767174776939656,0.9703402519226074,0.016212060872931543,0.9963861703872681
13,0.22084785116393793,0.974856972694397,0.027988723783881852,0.9942565560340881
14,0.32841318152324067,0.9713941812515259,0.026193039613439835,0.9938693642616272
15,0.37165668023864495,0.9707919359207153,0.032394583874397,0.9939984679222107
16,0.26601278225035935,0.9739536046981812,0.02621141443154196,0.995353639125824
17,0.3639373496546795,0.9710930585861206,0.014717722386417819,0.9965797662734985
18,0.2716837146270511,0.9712436199188232,0.013300589544511724,0.9973541498184204
19,0.35402493253548173,0.9715447425842285,0.016305306588089465,0.9963216185569763
20,0.3924428427136192,0.971845805644989,0.03052776691836764,0.9952890872955322
21,0.4584829964704872,0.9738030433654785,0.01847534413523234,0.9965152144432068
22,0.4986178592391105,0.9694369435310364,0.02715337054172218,0.9956762790679932
23,0.5787174173271649,0.9710930585861206,0.03355198799901255,0.9946438074111938
24,0.45220039735413015,0.9698885679244995,0.016385344806949746,0.9972251057624817
25,0.3968663285762185,0.9750075340270996,0.01103372424192127,0.9980640411376953
26,0.5903195831598477,0.9750075340270996,0.021529389359808013,0.9963861703872681
27,0.5295076201638882,0.9741041660308838,0.03205843157659754,0.9954181909561157
28,0.43529090041531515,0.9750075340270996,0.02026859400521495,0.9971605539321899
29,0.4531800145176801,0.9744052886962891,0.011058128019633176,0.9978704452514648
